language,row_id,text,gt_num_entailed,languages_present,models_present,templates_present,num_keywords_total,num_predictions_total,mean_error_all,median_error_all,worst_error_all,accuracy_all,mean_time_all,worst_accuracy_by_model,best_accuracy_by_model,std_accuracy_across_models,mean_accuracy_across_models,best_score,worst_score
it,500,"Prendevo l’autobus tutte le mattine per andare alla nuova scuola, questa volta pubblica. Incontravo Catherine Deneuve alla fermata. Lei è più grande di me di qualche anno. Le donne si guardano fra loro molto più degli uomini, si guardano in una maniera molto primitiva, quasi animalesca. Ancora di più a quell’età in cui non si è ancora donne, ma non si è più neppure bambine. Mentre ci si trasforma nella donna futura, si è perfettamente coscienti di quanto di bello già si possiede fisicamente e di quelli che sono o saranno i nostri difetti. Mi guardavo in tutti gli specchi. Mi guardavo negli occhi degli altri. Mi guardavo di più negli occhi delle altre donne che in quelli degli uomini. Per timidezza e per istinto; sapevo già che gli occhi dell'uomo sono uno specchio deformante, anche se non avevo ancora dimestichezza con l’altro sesso. E poi non avevo l’audacia che mi avrebbe consentito di guardare un uomo negli occhi. Ero solo alla ricerca di una risposta che mi riguardava egoisticamente. Ricordo benissimo il nostro scrutarci l'un l’altra, come se avessimo intuito il reciproco futuro, come se ci fossimo riconosciute; due persone appartenenti, anche se in maniera molto diversa, a una stessa famiglia, legate da un destino simile. C’era sgomento nei nostri sguardi. Non si trattava di stabilire chi era la più alta, chi era la più snella, chi aveva gli occhi più grandi, i capelli più folti, le caviglie più sottili, come ci si vestiva, come ci si comportava. Ognuna studiava l’altrui modo di salire sull’autobus. Non andavamo nella stessa scuola. Ci spiavamo ingenuamente. Mi torna sempre in mente lo specchio, lo specchio di Eric. Lo specchio nel modo di essere di Anthonny, mio cugino. Io ero lo specchio di Catherine, lei era il mio, e ognuna attraverso l’altra guardava se stessa. Non esprimevamo sentimenti l’una verso l’altra, questo nostro sguardo era soltanto in cerca di una risposta che riguardava noi stesse. Il nostro era un rapporto di ansiosa, trepidante aspettativa. Ognuna aspettava l’altra, ma non l’altra per l’altra; aspettava l’altra per sé. Non sapevo che si chiamava anche lei Catherine.",13,it,"M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",275,4400,0.6525785533421483,0.8720036149024963,0.99981772605679,0.3165909090909091,3.1411374826768457,0.04727272727272727,0.7109090909090909,0.2613622247279778,0.3165909090909091,0.05522868436293127,1.913758504126916
it,458,"Ah! Sí, feci l’esame all’accademia. Sí, avevo la febbre a quaranta quella mattina. A Roma faceva tanto freddo. Venni ammessa lo stesso, con la borsa di studio, sí, ma…» Sentii quagliarmi il sangue in grumi di ghiaccio. Non dovevo parlare: ancora non sapevo se la «o» di borsa è aperta o chiusa. Non devo parlare. Si può accorgere che so pronunciare solo macchinalmente: che le parole di quella breve scena… (già! la vecchia pazza della Pesca di O’Neill). Se se ne accorge, ritorna sulla sua decisione di confermarmi la borsa di studio, e me la toglie. Lui comanda qui. Passerò per scortese, ma non devo aprire bocca. «Bene, bene, ragazzina: hai fatto dei miracoli. È incredibile! Brava, la borsa è confermata. Be’, non dici niente? Puoi essere contenta…» Quel padrone taceva, con un occhio mi fissava e con l’altro spiava fra i visi in silenzio, in attesa rispettosa dietro i tavoli. Era il padrone, e si vedeva da come lo guardavano, e lui aveva occhio per tutto. («I padroni hanno cento occhi»). Aspettava una risposta, ma non potevo ringraziare. La «e» di sono contenta è aperta o chiusa? Potrei dire sono emozionata, ma le «o» di sono emozionata erano chiuse o aperte? Non devo aprire bocca.",11,it,"M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",275,4400,0.6690096679588606,0.8536839485168457,0.9995436072349548,0.2913636363636364,3.0397080095016547,0.04,0.7254545454545455,0.2377536550134509,0.2913636363636364,0.05360998135018549,1.9063069302072664
it,188,"[…] detti l’indirizzo del Ministero della Cultura Popolare. Il cuore mi batteva forte come quando decidevo qualcosa per cui occorreva molto coraggio. Quando scesi a via Veneto, entrando in portineria per farmi annunciare, pensai che era assurdo quello che stavo per fare […] non ero io la diva ufficiale […] ella entrava familiarmente dal giovanissimo ministro; […] Io restai in piedi stordita, ancora tutta vibrante per ciò che avevo visto e provato là all’ospedale e quell’essere ricevuta prontamente da Pavolini era stato cosi inaspettato, che non era riuscito a cancellare la mia ribellione. Pavolini entrò quasi subito, serio, la sua fronte curiosa, cocciuta e infelice sotto i capelli nerissimi che, con i baffi, interrompevano il pallore del viso. Lo avevo visto una sola volta prima di allora, ma lo ricordavo nitidamente. Con un gesto cortese mi invitò a sedere ma io, veemente, lo investii con parole affollate, il viso infiammato, gli occhi che mi si riempivano di lacrime […] — Ci vada, Eccellenza, ci vada lei in quell’ospedale a vedere con i suoi occhi la beffa ignobile a cui si espongono quelle migliaia di mutilati, di moribondi. Vada a vedere le facce degli ufficiali —. […] io ero quasi alla fine della mia esplosione. E, mentre esaurivo gli argomenti di quella ribellione, mi ascoltai dire : — Vi impiccheranno. Non possono che impiccarvi, non lo capite? Avevo finito. Quasi risvegliandomi guardai bene in faccia il mio muto interlocutore col cuore percosso di sgomento. Che avevo fatto? Che mi sarebbe successo ora? […] Il ministro si scostò lentamente e andò a sedersi su di una poltrona bassa, i gomiti sulle ginocchia, il viso appoggiato sui pugni chiusi. Io restai immobile dov’ero in silenzio. […] Mi guardò a lungo come a contemplarmi incuriosito, poi, restandosene seduto laggiù, quasi in terra, disse lentamente, e la sua voce era bella, morbida : — Ha ragione. Ha ragione. È assurdo quello che facciamo —. […] Lo guardavo ancora intenta ed egli […] disse: — Non parli a nessuno del nostro colloquio. Io l’ho considerato un gesto di amicizia e spero di dargliene la prova. La prova fu, forse, che da quel giorno furono sospese per tutta la durata del fascismo le visite delle dive agli ospedali militari.",5,it,"M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",275,4400,0.6003385561701097,0.7273018658161163,0.9996964335441588,0.34295454545454546,2.884797017466732,0.01818181818181818,0.7618181818181818,0.28587022013964986,0.34295454545454546,0.0570843253148956,1.8859052098539184
it,182,"A Cinecittà […] stavamo girando con Valenti una scena di selvaggio, tentato possesso da parte di Cesare Borgia [interpretato da Valenti] su me, che impersonavo la consueta tenera colomba fra le grinfie del Nibbio. Il suo viso era nascosto da una maschera che doveva seppellire la turpitudine del male che lo piagava. La scena era stupida, difficile e io ero stanca e distratta: c’era una maledetta carrellata che non andava mai bene e, ogni volta, toccava ripetere la scena per questo o quell’errore tecnico. Intanto giacevo a terra, fra le braccia di Osvaldo, investita dal raggio infuocato dei riflettori, da quello freddo e abbagliante degli archi. […] Il ciak scoccò sonoro come uno schiaffo […]. Io spalancai gli occhi in una terrorizzata meraviglia, tentai di divincolarmi dalle braccia di Osvaldo che mi ghermivano scoprendomi una spalla e quando fui ben certa che la macchina era giunta al punto convenuto, mi alzai fino ad inginocchiarmi, difendendomi sempre meglio dall’abbraccio del bieco potente: ma ecco, ora la maschera del Borgia cadeva: coperto di orride piaghe ne appariva il viso. Lungo sguardo di terrore, urlo acutissimo, indi ricadevo svenuta. La candida biondezza dell’eroina allungata per terra si offriva ora intera alla macchina da presa e doveva creare una così intensa impressione di purità, da costringere quel satanasso butterato di Cesare Borgia a ritirarsi, abbandonandola, dopo averla guardata a lungo, là sola, svenuta e intatta. Il silenzio del «si gira» era carico di tensione. — Aaalt! — gridò il regista senza megafono, — per me è buona. — Anche per me, — disse l’operatore asciugandosi la faccia dal sudore. — Per il suono? — Due colpi di sirena rassicurarono dalla cabina acustica. — Bene, una buona, un’altra probabile. Basta così. […] Mi alzai, finalmente, sgranchendomi e sollevando la gran sottana del sontuoso costume cinquecentesco a stropicciare le ginocchia intorpidite. Le donne addette alla mia persona si avvicinarono con movimenti rapidi e precisi: la sarta, l’aiutosarta, la pettinatrice, la segretaria di edizione e l’aiutotrucco. Sembrava ripetersi il giuoco di una dama del Rinascimento circondata dalle sue donzelle.",8,it,"M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",275,4400,0.6440201240194553,0.8249670267105103,0.9997451901435852,0.3145454545454546,2.9303940699161664,0.02909090909090909,0.6454545454545455,0.24011606795899715,0.3145454545454546,0.07442938658645742,1.8838813821220377
it,88,"Ora tutto il mio essere, il mio pensiero convergevano sul personaggio che avrei dovuto interpretare. Chiamai Maria, pregandola di volermi dare il copione del film, di cui rilessi ripetute volte la scena. Ma, santo Dio, perché farmi incominciare dalla fine invece che dal principio? Mi sembrava una cosa talmente assurda! Solo in seguito ne compresi tutto il significato. Maria era presso di me: non mi perdeva d’occhio neanche un istante. Quando le restituii il copione, ella mormorò: « Coraggio, signorina; tutto andrà bene, vedrà. » Non so se furono le parole di quella brava donna o quelle che, qualche momento prima, mi aveva rivolto Gasnier, ma ora sentivo una sicurezza di cui non avrei saputo spiegare le cause. Pensavo che un miracolo sarebbe venuto in mio aiuto. Lo speravo in quel momento preciso dalla Provvidenza o dalla mia buona stella: una di quelle stelle che io avevo tanto amato da bambina. Mi sembrava di navigare in una irrealtà ben più strana di quella in cui nascevano le mie stelle. Ero presa in una specie di sortilegio e ormai non mi rimaneva altro che lasciarmi trasportare alla deriva da quel sogno che poteva trasformarsi in una stupenda, luminosa realtà. Ma ecco d’improvviso riapparire il sole: un sole lucente, poderoso, e la voce del regista giunse al mio orecchio come uno squillar di tromba: « Pronti tutti! Si gira! »",7,it,"M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",275,4400,0.5857428111439954,0.6171980500221252,0.9997497275762726,0.4329545454545455,2.473673847668,0.12545454545454546,0.9454545454545454,0.2892867710272652,0.4329545454545455,0.1436677744272803,1.8747793097475332
it,193,"Con la Nanna [Anna Magnani] l’orgia di libertà divenne frenesia, a Roma. Riviste geniali furono composte per lei, che le animò di un pathos e di un’ironia conturbanti. Erompeva a Roma, dalla tortura di uno dei popoli più infelici e intelligenti, una esplosione di verità che avrebbe disperso per sempre, e non solo sul campo dell’espressione scenica, gli ultimi equivoci di un estetismo vuoto. […] Fu la Nanna, da quei palcoscenici nudi, a lanciare quel messaggio. Da un film girato con lei clandestinamente, quando ancora l’incubo dell’occupazione tedesca agghiacciava il sangue, quella sua faccia grandiosa di coscienza e di dolore, giunse, varcando il mare e i confini, in tutto il mondo; e la gente di tutto il mondo, turbata, ne accolse il racconto di pietà: alla Nanna, a De Sica, a Rossellini, a Visconti, a Zavattini, si deve un grande momento spirituale del nostro tempo, si deve, forse, se la nostra mortificata sofferenza, la nostra miseria, ebbero interpreti capaci di farle capire e amare dopo tanto isolamento. Bruna e potente essa sedeva in mezzo a tutti guardando in giro con lampi fosforescenti degli occhi grigi, in atteggiamento paradossale di riposo, la bocca semiaperta in un mezzo sorriso generoso e amaro. […] Per sollecitazione di qualcuno si alzava come una gatta tolta al suo torpore e con lentezza pensosa, quasi solenne, s’incamminava verso la scena; la vita sottile, eretta sulle reni vaste, i capelli vivi, ritorti in conturbante disordine. Alla sua entrata, dalla platea, attraverso le quinte, giungeva qualcosa che non era rumore, bensì come l’ansito di un tumultuare trattenuto da un silenzio irresistibile. Solo la voce, le mille voci della Nanna, burlesche, infantili, brune di improvvisa mestizia, si intridevano a quel silenzio caricandolo sempre più d’emozione. Il gesto largo delle braccia levate al disopra del capo triste e superbo, pareva concludere liberandola, tutta l’intensità che le sue parole e il suo canto avevano evocato fino a quel momento. Il pubblico esplodeva, allora, con impeto trascinante. Chiedeva innumerevoli bis, specialmente degli stornelli romaneschi dove per la prima volta udiva criticare, irridendole, tutte quelle cose che l’avevano torturato fino allora. E la voce volutamente nasale della Nanna, da monellaccio romano, si insinuava, stimolando alla pasquinata, al motteggio, alla ribellione. Poi, in un attimo, il suo viso guizzante in un lazzo grottesco si distendeva nella vastità della malinconia; la sua voce risorgeva dalle profondità cupe del petto, e tutta quella gente passava dal riso al pianto con la stessa prodigiosa mutevolezza dell’artista. […] Ci condussi Massimo Bontempelli una volta. Anche lui ne ebbe una impressione profonda. — Come fa a mantenere quella lucidità di dizione, quella sorvegliatissima intelligenza scenica in tanto abbandono? — si chiedeva.",9,it,"M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",275,4400,0.5990764192245016,0.7726297378540039,0.9998891516661388,0.35409090909090907,2.6632409177153287,0.03272727272727273,0.7381818181818182,0.27305218740820614,0.3540909090909091,0.08103872168270293,1.8720177582988464
it,426,"Accidenti, ma perché? «Dovrei essere contenta!» mi dico. «SENATRICE! Ma ti rendi conto che onore t’è capitato?»«Sì, sì... senatrice!!!» e mi rifaccio il verso. Non ho mai pensato di arrivare a una carica tanto prestigiosa, non era proprio nei miei programmi! «Onorata, onorata» per carità... Mi sono trovata eletta senza aver mosso un dito. Non mi sento all’altezza... sono spaventata, anche se non lo dico a nessuno. «Non ti senti all’altezza? E allora, quelli che hanno votato per te, t’hanno scelta così, a caso? Proviamo con un’attrice... piazziamoci un bel personaggio decorativo, in quel mausoleo di tromboni! Piantala con 'sta solfa ! Ricordati di tutto il lavoro che hai tirato in piedi nelle carceri, l’organizzare le difese dei ragazzi arrestati per reati politici... sbattuti in galera, torturati... carceri speciali modello tedesco... le centinaia di spettacoli in sostegno delle fabbriche in lotta che hai fatto con Dario...» «Sì, ecco, ecco... adesso gonfiamoci di orgoglio...» «È solo per rinfrescarti la memoria, darti un po’ di sicurezza! Insomma! Ti sei sbattuta per anni solo per darti un tono...?! Come a fare un po’ di footing? Dovresti essere orgogliosa: pensa in quanti ti hanno votata! In quanti hanno avuto fiducia in te. È tutta gente che ti ha scelta con cognizione di causa. Non per caso. Forza!» «Ma vai al diavolo, tu e le tue leccate di gratifica!» Così, in conflitto con me stessa, salgo nell’appartamento.Mi guardo allo specchio: più tirata di così non potrei essere.«Che bello sfottermi con quel sorrisino... mi sento fuori posto... non all’altezza... non adeguata... in più sono vecchia per affrontare una vita nuova.» Be’, non esageriamo... Adesso, a guardarmi bene a tutto campo nello specchio, non mi vedo proprio da buttare! «Oh, per la miseria, alla tua età dovresti sbatter la coda per la gioia, cara senatrice! E anche voltolare su te stessa come in una danza?!» Facciamo conto di dover entrare in scena... sono figlia d’arte e noi della professione montando sul palcoscenico non si trema mai.",8,it,"M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",275,4400,0.6127344939747259,0.7654387354850769,0.9996283650398254,0.33704545454545454,3.092061802958964,0.02909090909090909,0.7454545454545455,0.258903212942178,0.33704545454545454,0.07814224160327654,1.8712660719567293
it,104,"Quella sera stessa Carrier ed io prendemmo la via di Roma. Giungemmo verso mezzanotte. Mia madre mi aspettava, ansiosa di rivedermi. Poco dopo Carrier ci lasciò per rientrare al « Grand Hotel ». Io mi chiusi in camera mia. Le emozioni della giornata erano state troppe. Mi distesi sul letto, pur sapendo che non avrei potuto dormire. Rivedevo quell’agitarsi di popolo intorno al feretro di Caruso e pensavo al destino crudele. Non mi riusciva fissare la mente in altre cose. Tanto successo, tanta gloria, per poi abbandonare tutto così improvvisamente. Ed era ancora giovane! La gloria si vendica, e il rovescio della medaglia c’è sempre per tutti nella vita. Chi sa, un giorno, ci sarebbe stato anche per me. Poi i pensieri mi si accavallarono: Cartier, il cinema. Avrei dovuto scegliere: o l’America o sposarmi. Ma il solo pensiero di un possibile distacco da Cartier mi faceva impazzire. Fu durante quella notte che presi l’irrevocabile decisione di finirla per sempre col cinematografo. Basta, ripetevo a me stessa, basta: è finita ormai!",6,it,"M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",275,4400,0.6190219525286532,0.7660451531410217,0.9996789693832396,0.3277272727272727,2.5252588248997925,0.045454545454545456,0.78,0.25182169813288785,0.32772727272727276,0.07590557459438485,1.8705226200447806
it,129,"Rita Hayworth era sconvolgente. Viveva la peggior tragedia per una star: una lenta decadenza. Era già ammalata di Alzheimer quando l’ho conosciuta? Lo ignoro. So soltanto che era profondamente infelice. Un giorno, sul set del Circo, l’abbiamo vista arrivare con dei lividi sul viso. Non so chi l’avesse ridotta in quel modo. Ma credo che avesse molti problemi con i figli che non tolleravano di vederla bere. Era straziante incontrare una dea ridotta in quello stato. Mi sentivo quasi a disagio, con i miei ventiquattro anni, il mio sorriso, i miei successi. Avrei voluto abbracciarla, consolarla. Un giorno, ci siamo ritrovate insieme davanti alle luci degli specchi, per un ritocco tra una scena e l’altra. Guardandomi mi ha detto: «Anch’io, sono stata bella». Un complimento che non nascondeva una certa ostilità. Non sono riuscita a trattenermi e ho pianto. La mia emozione l’ha toccata. Davanti a quella luce accecante, che non perdona, abbiamo lasciato cadere la maschera. Io mi sentivo impotente. Non si poteva far altro che arrendersi al destino, e forse, per un attimo, accompagnarla lungo il suo ultimo tratto di strada. Ci si stupirà forse di sapere che sul set le relazioni intime si stringono in questo modo, e che sovente finiscono con l’ultimo ciak. Ma è così. Noi attori, abbiamo una sola famiglia sulla scena: quella che il casting ci ha dato.",10,it,"M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",275,4400,0.6031977598614114,0.7596775591373444,0.9997968077659608,0.36204545454545456,2.6891294904531042,0.03636363636363636,0.7727272727272727,0.2629313232682786,0.36204545454545456,0.09911413127717594,1.8659258908956509
it,417,"Mi vedo a quindici anni (1944) a un banco del liceo (che non ho terminato), con i fascisti che entrano in classe, in silenzio ci guardano una a una. Poi mi chiamano, dicono proprio il mio nome e cognome, e mi portano nello studio del preside. Non so di che colore fosse la mia faccia, ma avevo paura che tutti potessero sentire il battito del mio cuore. Pensavo, ora mi portano a Villa Triste. Villa Triste era una villetta all’inizio della strada che portava alla mia scuola, dove  tutti in città lo sapevano  venivano interrogati e torturati i partigiani. Ma io non ero una partigiana. Non ero niente. «Stai tranquilla» mi dicevo, «stai tranquilla...» Poi di colpo, alla prima domanda ho capito tutto. E il cuore giù, a battere più veloce. Adesso mi prende il coccolone e vado giù. «Conosci Enrico Mazzucchetti?» mi scuote il graduato.  «Sì.» «Dov’è?» «Non lo so.» Enrico, detto Bubi, era il mio amore dei quindici anni: il primo. «Non Io vedo da un po’.» Sapevo che era andato nei partigiani, ma qualche giorno prima l’avevo visto, era venuto sotto casa mia a darmi un bacio e un biglietto che avrei dovuto consegnare a qualcuno che, per farsi riconoscere, mi avrebbe detto: come sta Bubi? Dio mio, che era successo? «Allora?» Erano minacciosi. «Non lo vedo più...» e rimango lì, a bocca aperta come un’allocca. Giunti nello studio del preside mi hanno frugato in tasca. Poi mi hanno lasciata andare. La mia aria innocente li aveva convinti. Non ricordo altro. Mi sono ritrovata in classe con la testa staccata dal corpo e le mani sudate. Mi parlavo immaginando la voce di mia madre: «Sei  un’incosciente, sei una disgraziata. Se lo viene a sapere tuo padre ti ammazza, e fa bene». E facendo il segno della cro ce benedicevo l’idea che avevo avuto di stracciare in piccoli pezzi il biglietto con la missiva dopo essermela imparata a memoria, parola per parola. Quando una mattina andando a scuola sono stata contattata da una ragazza che non avevo mai visto, alla sua domanda, pronunciata con grande determinazione: «E Bubi come sta?» ho tirato un profondissimo respiro, poi ho detto tutto d’un fiato quel che dovevo dire e sono svenuta. Ma come si fa a essere così fragili ed emotivi? Non avrei mai potuto diventare una partigiana; neanche una staffetta...",12,it,"M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",275,4400,0.6121743705302932,0.7940378785133362,0.9997065663337708,0.33590909090909093,3.02746048201701,0.04363636363636364,0.7872727272727272,0.2515515020933704,0.33590909090909093,0.08435758881572053,1.8634324389574344
